id,mag,ra,dec
6487,11.97,17:52:41.85,+29:50:19.1
6492,11.94,18:02:48.35,-66:25:50.3
6494,5.50,17:57:04.77,-18:59:07.2
6500,12.54,17:55:59.78,+18:20:17.7
6503,10.12,17:49:26.43,+70:08:39.7
6507,9.60,17:59:50.79,-17:27:01.0
6514,8.50,18:02:42.11,-22:58:18.8
6520,7.60,18:03:24.14,-27:53:10.0
6521,13.90,17:55:48.44,+62:36:44.1
6522,9.48,18:03:34.07,-30:02:02.3
6523,5.80,18:03:41.27,-24:22:48.6
6528,10.65,18:04:49.61,-30:03:20.8
6530,4.60,18:04:31.03,-24:21:29.0
6531,5.90,18:04:13.45,-22:29:24.2
6535,9.85,18:03:50.69,-00:17:48.9
6537,11.60,18:05:13.10,-19:50:34.7
6541,7.32,18:08:02.33,-43:42:57.2
6543,9.01,17:58:33.39,+66:37:59.5
6544,9.90,18:07:20.00,-24:59:54.1
6546,8.00,18:07:22.55,-23:17:46.4
6548,11.73,18:05:59.24,+18:35:14.1
6552,14.60,18:00:07.23,+66:36:54.4
6555,12.39,18:07:49.17,+17:36:17.6
6558,11.29,18:10:18.38,-31:45:48.5
6560,13.61,18:05:13.98,+46:52:53.7
6563,11.00,18:12:02.50,-33:52:06.0
6565,11.60,18:11:52.60,-28:10:42.0
6567,11.00,18:13:45.20,-19:04:33.0
6568,8.60,18:12:44.25,-21:37:40.9
6569,9.47,18:13:38.67,-31:49:39.6
6570,12.70,18:11:07.30,+14:05:35.1
6572,8.10,18:12:06.21,+06:51:13.4
6574,11.96,18:11:51.23,+14:58:54.4
6577,12.68,18:12:01.23,+21:27:48.2
6578,12.90,18:16:16.50,-20:27:03.3
6582,14.41,18:11:01.87,+49:54:42.8
6583,10.00,18:15:48.93,-22:08:15.5
6584,8.17,18:18:37.65,-52:12:54.6
6599,12.82,18:15:42.98,+24:54:44.6
6603,11.10,18:18:26.97,-18:24:21.8
6604,6.50,18:18:02.96,-12:14:35.2
6605,6.00,18:16:21.68,-15:00:54.7
6611,6.00,18:18:48.17,-13:48:26.0
6613,6.90,18:19:58.49,-17:06:07.1
6618,7.00,18:20:47.11,-16:10:17.5
6620,12.70,18:22:54.15,-26:49:18.1
6625,9.00,18:22:47.30,-11:57:18.0
6626,6.90,18:24:32.89,-24:52:11.4
6627,13.32,18:22:38.92,+15:41:52.8
6629,11.30,18:25:42.46,-23:12:10.4
6630,13.91,18:32:35.14,-63:17:35.7
6631,11.70,18:27:11.36,-12:01:52.4
6632,12.15,18:25:03.09,+27:32:07.1
6633,4.60,18:27:15.23,+06:30:29.6
6635,13.40,18:27:37.11,+14:49:08.6
6636,16.00,18:22:05.11,+66:37:19.2
6637,8.31,18:31:23.23,-32:20:52.7
6638,9.68,18:30:56.25,-25:29:47.1
6642,10.24,18:31:54.22,-23:28:34.1
6643,11.11,18:19:46.41,+74:34:06.1
6644,10.70,18:32:34.73,-25:07:45.7
6645,8.50,18:32:37.90,-16:53:02.0
6646,12.64,18:29:38.74,+39:51:54.5
6647,8.00,18:32:49.34,-17:13:43.2
6649,8.90,18:33:27.96,-10:24:10.1
6652,9.75,18:35:45.75,-32:59:25.1
6654,11.84,18:24:07.57,+73:10:59.6
6656,6.17,18:36:24.20,-23:54:12.3
6658,11.80,18:33:55.65,+22:53:17.8
6660,12.36,18:34:36.67,+22:54:34.8
6664,7.80,18:36:33.35,-08:13:14.7
6667,12.63,18:30:39.79,+67:59:13.3
6673,11.72,18:45:06.32,-62:17:50.0
6674,12.07,18:38:33.87,+25:22:30.5
6681,9.06,18:43:12.64,-32:17:30.8
6683,9.40,18:42:13.97,-06:12:44.1
6684,10.50,18:48:57.88,-65:10:24.4
6689,12.28,18:34:50.25,+70:31:26.1
6691,12.90,18:39:12.25,+55:38:30.5
6694,8.87,18:45:18.66,-09:23:01.0
6695,13.49,18:42:42.74,+40:22:00.8
6699,12.21,18:52:02.04,-57:19:14.7
6702,12.24,18:46:57.58,+45:42:20.4
6703,11.38,18:47:18.83,+45:33:02.3
6704,9.20,18:50:45.77,-05:12:19.5
6705,5.80,18:51:05.99,-06:16:12.1
6707,12.62,18:55:22.06,-53:49:06.4
6708,12.93,18:55:35.64,-53:43:24.4
6709,6.70,18:51:18.94,+10:19:07.5
6710,13.06,18:50:34.15,+26:50:18.2
6711,12.94,18:49:00.88,+47:39:29.2
6712,8.69,18:53:04.89,-08:42:19.7
6715,7.70,18:55:03.27,-30:28:42.6
6716,7.50,18:54:34.37,-19:54:03.9
6717,10.35,18:55:06.04,-22:42:05.8
6720,8.80,18:53:35.01,+33:01:42.9
6721,12.04,19:00:50.81,-57:45:34.0
6725,12.45,19:01:56.62,-53:51:47.1
6730,12.06,19:07:33.65,-68:54:46.1
6738,8.30,19:01:21.56,+11:36:56.2
6739,12.14,19:07:48.76,-61:22:05.2
6741,11.50,19:02:37.00,-00:26:57.8
6742,13.40,18:59:19.90,+48:27:55.0
6744,9.25,19:09:46.10,-63:51:27.1
6749,12.40,19:05:15.60,+01:54:02.2
6751,11.90,19:05:55.55,-05:59:32.3
6752,6.28,19:10:51.78,-59:58:54.7
6753,11.04,19:11:23.64,-57:02:58.4
6754,12.22,19:11:25.72,-50:38:30.5
6755,7.50,19:07:49.05,+04:15:59.1
6756,10.60,19:08:42.57,+04:42:20.8
6758,11.39,19:13:52.34,-56:18:35.8
6760,9.78,19:11:12.06,+01:01:49.7
6761,13.36,19:15:04.80,-50:39:24.6
6764,13.63,19:08:16.37,+50:55:59.6
6765,12.90,19:11:06.50,+30:32:44.0
6769,11.77,19:18:22.68,-60:30:03.9
6770,11.86,19:18:37.32,-60:29:47.3
6771,12.52,19:18:39.51,-60:32:45.6
6772,12.70,19:14:36.30,-02:42:24.5
6776,12.07,19:25:19.15,-63:51:36.6
6778,12.30,19:18:24.85,-01:35:46.9
6779,8.40,19:16:35.51,+30:11:04.2
6780,12.73,19:22:50.88,-55:46:33.0
6781,11.40,19:18:28.26,+06:32:23.0
6782,11.98,19:23:57.90,-59:55:20.9
6786,13.80,19:10:53.91,+73:24:36.6
6788,12.05,19:26:49.75,-54:57:04.7
6789,13.54,19:16:42.16,+63:58:17.3
6790,10.50,19:22:56.90,+01:30:48.0
6791,9.50,19:20:53.22,+37:46:18.8
6794,12.88,19:28:03.88,-38:55:07.5
6796,12.65,19:21:30.87,+61:08:41.6
6802,8.80,19:30:35.04,+20:15:39.5
6803,11.40,19:31:16.45,+10:03:21.7
6804,12.00,19:31:35.39,+09:13:30.6
6806,13.19,19:37:05.05,-42:17:46.6
6807,12.00,19:34:33.50,+05:41:03.0
6808,12.90,19:43:54.00,-70:38:00.2
6809,6.49,19:39:59.40,-30:57:43.5
6810,11.42,19:43:34.25,-58:39:20.1
6811,6.80,19:37:17.91,+46:23:19.8
6814,11.32,19:42:40.64,-10:19:24.6
6816,12.87,19:44:02.23,-28:24:03.0
6818,9.30,19:43:57.73,-14:09:11.4
6819,7.30,19:41:18.09,+40:11:12.3
6821,13.07,19:44:24.06,-06:50:00.4
6822,10.05,19:44:57.74,-14:48:12.4
6823,7.10,19:43:09.89,+23:17:59.8
6824,11.76,19:43:40.70,+56:06:34.1
6826,9.44,19:44:48.11,+50:31:30.1
6830,7.90,19:50:59.58,+23:06:00.5
6833,12.10,19:49:46.60,+48:57:40.0
6834,7.80,19:52:12.56,+29:24:29.4
6835,12.46,19:54:32.95,-12:34:03.3
6836,13.01,19:54:40.06,-12:41:16.6
6838,6.10,19:53:46.11,+18:46:42.2
6841,12.59,19:57:49.06,-31:48:38.5
6842,13.10,19:55:02.26,+29:17:21.0
6845,13.22,20:00:58.42,-47:04:12.9
6845,13.89,20:01:05.30,-47:03:32.7
6845,15.43,20:00:56.81,-47:05:03.2
6845,14.68,20:00:53.59,-47:05:42.8
6846,14.20,19:56:28.12,+32:20:58.9
6849,12.12,20:06:15.62,-40:11:53.9
6850,13.07,20:03:30.10,-54:50:41.2
6851,11.84,20:03:34.37,-48:17:04.2
6851,14.81,20:05:39.94,-47:58:44.6
6852,12.60,20:00:39.16,+01:43:41.2
6853,7.40,19:59:36.38,+22:43:15.7
6854,12.35,20:05:38.80,-54:22:32.2
6860,13.53,20:08:46.89,-61:06:00.7
6861,11.04,20:07:19.48,-48:22:12.8
6861,11.94,20:08:19.48,-48:12:41.1
6862,12.74,20:08:54.58,-56:23:30.3
6864,8.26,20:06:04.84,-21:55:20.0
6866,7.60,20:03:55.18,+44:09:32.8
6868,10.59,20:09:54.07,-48:22:46.4
6869,12.23,20:00:42.41,+66:13:39.1
6870,11.94,20:10:10.86,-48:17:13.5
6871,5.20,20:05:59.44,+35:46:38.1
6872,11.64,20:16:56.56,-70:46:04.6
6875,12.03,20:13:12.47,-46:09:41.9
6876,10.83,20:18:19.15,-70:51:31.7
6877,12.23,20:18:36.20,-70:51:11.0
6878,12.42,20:13:53.24,-44:31:36.3
6878,13.25,20:13:36.00,-44:48:58.2
6879,12.50,20:10:26.60,+16:55:22.1
6880,13.35,20:19:29.63,-70:51:35.5
6881,13.90,20:10:52.50,+37:24:41.0
6882,14.10,20:11:55.86,+26:29:19.7
6883,8.00,20:11:19.75,+35:49:55.9
6884,10.90,20:10:23.70,+46:27:39.0
6886,11.40,20:12:42.90,+19:59:23.0
6887,12.08,20:17:17.29,-52:47:48.3
6890,12.65,20:18:18.10,-44:48:24.2
6891,10.50,20:15:08.84,+12:42:15.7
6893,11.71,20:20:49.64,-48:14:20.7
6894,12.30,20:16:24.05,+30:33:54.3
6899,12.85,20:24:22.24,-50:26:02.2
6902,11.48,20:24:28.14,-43:39:12.7
6902,13.80,20:23:07.05,-43:52:07.0
6905,11.10,20:22:22.99,+20:06:16.3
6906,12.56,20:23:33.91,+06:26:37.2
6907,11.16,20:25:06.63,-24:48:33.0
6909,11.99,20:27:38.89,-47:01:37.3
6910,7.40,20:23:12.05,+40:46:43.0
6912,13.22,20:26:52.08,-18:37:02.2
6913,6.60,20:23:57.77,+38:30:27.6
6919,13.11,20:31:38.12,-44:12:59.1
6920,11.97,20:43:57.40,-80:00:03.0
6921,13.44,20:28:28.86,+25:43:24.3
6922,13.60,20:29:52.90,-02:11:28.3
6923,12.01,20:31:39.07,-30:49:54.8
6924,12.79,20:33:19.23,-25:28:28.0
6925,11.35,20:34:20.57,-31:58:51.2
6926,13.43,20:33:06.11,-02:01:39.0
6927,14.46,20:32:38.21,+09:54:59.0
6928,12.61,20:32:50.22,+09:55:35.1
6929,13.71,20:33:21.68,-02:02:13.9
6930,12.90,20:32:58.80,+09:52:28.0
6933,11.61,20:33:38.18,+07:23:14.4
6934,9.75,20:34:11.49,+07:24:14.8
6935,12.00,20:38:20.22,-52:06:37.6
6937,12.87,20:38:45.83,-52:08:35.7
6939,7.80,20:31:30.13,+60:39:43.5
6940,6.30,20:34:26.69,+28:16:57.8
6942,11.97,20:40:37.85,-54:18:11.0
6943,11.39,20:44:33.74,-68:44:51.8
6944,13.68,20:38:23.86,+06:59:47.2
6946,9.05,20:34:52.32,+60:09:14.1
6949,14.50,20:35:06.92,+64:48:10.1
6951,12.41,20:37:14.09,+66:06:20.3
6954,13.17,20:44:03.18,+03:12:34.0
6958,11.40,20:48:42.59,-37:59:50.7
6962,11.89,20:47:19.06,+00:19:14.9
6964,12.95,20:47:24.30,+00:18:03.0
6965,13.68,20:47:20.37,+00:29:02.6
6967,13.01,20:47:34.10,+00:24:41.8
6969,13.52,20:48:27.63,+07:44:23.9
6970,12.62,20:52:09.46,-48:46:40.0
6981,8.96,20:53:27.91,-12:32:13.4
6982,13.66,20:57:18.38,-51:51:44.2
6984,12.73,20:57:53.98,-51:52:15.0
6987,12.45,20:58:10.36,-48:37:49.1
6994,8.90,20:58:55.97,-12:38:07.8
6997,10.00,20:56:39.45,+44:37:53.4
6998,14.06,21:01:37.68,-28:01:54.9
7001,12.93,21:01:07.75,-00:11:42.6
7002,12.38,21:03:44.80,-49:01:47.1
7004,13.75,21:04:02.18,-49:06:51.3
7006,10.46,21:01:29.25,+16:11:15.1
7007,11.95,21:05:27.92,-52:33:07.1
7008,10.70,21:00:32.80,+54:32:35.5
7009,8.00,21:04:10.79,-11:21:47.7
7013,11.30,21:03:33.58,+29:53:50.9
7014,12.31,21:07:52.17,-47:10:44.4
7015,12.53,21:05:37.38,+11:24:51.0
7018,16.80,21:07:25.35,-25:25:39.9
7020,11.74,21:11:20.09,-64:01:31.2
7026,10.90,21:06:18.48,+47:51:07.9
7027,8.50,21:07:01.53,+42:14:11.5
7029,11.67,21:11:52.05,-49:17:01.4
7031,9.10,21:07:12.55,+50:52:32.0
7038,12.14,21:15:07.51,-47:13:13.8
7039,7.60,21:10:47.80,+45:37:18.5
7041,11.30,21:16:32.38,-48:21:48.8
7044,12.00,21:13:09.41,+42:29:46.3
7046,12.68,21:14:56.04,+02:50:05.4
7048,12.10,21:14:15.20,+46:17:19.0
7049,10.55,21:19:00.30,-48:33:43.8
7052,13.09,21:18:33.05,+26:26:49.3
7056,13.09,21:22:07.56,+18:39:56.4
7059,12.08,21:27:21.47,-60:00:52.5
7060,12.82,21:25:53.58,-42:24:40.6
7062,8.30,21:23:27.48,+46:22:42.7
7063,7.00,21:24:21.70,+36:29:15.0
7064,12.11,21:29:02.98,-52:46:03.4
7065,14.32,21:26:57.85,-07:01:17.5
7067,9.70,21:24:23.12,+48:00:33.3
7070,12.31,21:30:25.35,-43:05:13.6
7070,12.34,21:31:47.29,-42:50:51.6
7072,12.81,21:30:36.92,-43:09:12.7
7072,13.87,21:30:25.68,-43:12:09.4
7075,12.73,21:31:32.98,-38:37:04.5
7076,13.50,21:26:23.50,+62:53:33.0
7077,13.67,21:29:59.61,+02:24:51.0
7078,6.30,21:29:58.38,+12:10:00.6
7079,11.65,21:32:35.25,-44:04:03.2
7080,12.38,21:30:01.95,+26:43:04.1
7082,7.20,21:29:17.74,+47:07:34.6
7083,11.24,21:35:44.69,-63:54:10.2
7086,8.40,21:30:27.55,+51:36:01.9
7087,13.01,21:34:33.47,-40:49:07.1
7089,6.25,21:33:27.01,-00:49:23.9
7090,10.87,21:36:28.86,-54:33:26.4
7092,4.60,21:31:48.32,+48:26:17.4
7094,13.40,21:36:52.97,+12:47:19.1
7095,11.92,21:52:26.44,-81:31:51.0
7096,11.97,21:41:19.28,-63:54:31.3
7097,11.70,21:40:12.91,-42:32:21.8
7097,14.28,21:40:37.86,-42:28:49.0
7098,11.53,21:44:16.12,-75:06:40.8
7099,7.10,21:40:22.02,-23:10:44.7
7106,13.34,21:42:36.59,-52:41:58.3
7114,3.00,21:41:44.03,+42:50:30.5
7117,12.80,21:45:47.04,-48:25:13.5
7118,12.57,21:46:09.74,-48:21:13.7
7124,12.22,21:48:05.39,-50:33:54.8
7125,12.46,21:49:15.98,-60:42:47.4
7126,12.28,21:49:18.13,-60:36:33.2
7128,9.70,21:43:57.81,+53:42:54.5
7129,11.50,21:42:59.03,+66:06:46.7
7130,12.72,21:48:19.52,-34:57:04.5
7135,12.19,21:49:46.01,-34:52:34.6
7137,12.38,21:48:13.04,+22:09:34.5
7139,13.30,21:46:08.60,+63:47:31.0
7140,11.68,21:52:15.31,-55:34:10.8
7142,9.30,21:45:09.51,+65:46:28.0
7144,11.00,21:52:42.43,-48:15:13.5
7145,11.12,21:53:20.24,-47:52:56.8
7154,12.48,21:55:21.04,-34:48:50.9
7155,12.13,21:56:09.73,-49:31:19.0
7156,12.71,21:54:33.63,+02:56:34.9
7160,6.10,21:53:40.27,+62:36:11.9
7162,12.68,21:59:39.13,-43:18:21.5
7163,13.23,21:59:20.44,-31:52:59.4
7165,13.54,21:59:26.10,-16:30:44.4
7166,12.04,22:00:32.92,-43:23:23.0
7168,11.90,22:02:07.40,-51:44:35.1
7171,12.35,22:01:02.01,-13:16:11.1
7172,12.24,22:02:01.89,-31:52:10.8
7173,11.98,22:02:03.19,-31:58:25.3
7174,12.15,22:02:06.45,-31:59:34.7
7177,11.13,22:00:41.24,+17:44:17.0
7179,12.82,22:04:49.32,-64:02:48.6
7180,12.61,22:02:18.46,-20:32:51.9
7184,11.00,22:02:39.82,-20:48:46.2
7185,12.58,22:02:56.75,-20:28:16.6
7187,12.55,22:02:44.56,-32:48:07.8
7192,11.28,22:06:50.16,-64:18:58.5
7196,12.01,22:05:54.81,-50:07:09.6
7199,13.08,22:08:29.84,-64:42:22.1
7200,12.86,22:07:09.52,-49:59:43.7
7205,10.97,22:08:34.29,-57:26:33.3
7205,14.02,22:07:32.01,-57:27:50.5
7208,13.36,22:08:24.42,-29:03:04.2
7209,7.70,22:05:07.84,+46:29:00.7
7213,11.15,22:09:16.31,-47:09:59.8
7214,13.86,22:09:07.68,-27:48:34.1
7216,12.59,22:12:35.84,-68:39:42.7
7217,10.47,22:07:52.39,+31:21:33.6
7218,11.91,22:10:11.71,-16:39:39.6
7219,12.59,22:13:09.02,-64:50:56.3
7220,13.37,22:11:31.00,-22:57:10.3
7221,12.16,22:11:15.25,-30:33:47.4
7226,9.60,22:10:26.89,+55:23:54.9
7229,12.73,22:14:03.22,-29:22:57.9
7232,11.89,22:15:38.00,-45:51:00.3
7232,13.59,22:15:52.45,-45:46:50.3
7233,12.53,22:15:48.98,-45:50:47.2
7234,7.70,22:12:25.02,+57:16:16.8
7236,13.55,22:14:44.99,+13:50:47.5
7240,14.17,22:15:22.56,+37:16:50.4
7243,6.40,22:15:08.58,+49:53:51.0
7244,13.92,22:16:26.83,+16:28:17.2
7245,9.20,22:15:11.51,+54:20:33.2
7248,12.48,22:16:53.94,+40:30:08.4
7249,13.39,22:20:31.00,-55:07:29.5
7250,12.56,22:18:17.80,+40:33:44.6
7252,12.13,22:20:44.75,-24:40:41.8
7261,8.40,22:20:06.39,+58:03:06.6
7262,15.00,22:23:28.54,-32:21:51.3
7265,12.22,22:22:27.44,+36:12:34.6
7267,12.23,22:24:21.81,-33:41:38.7
7279,13.80,22:27:12.66,-35:08:25.6
7280,12.17,22:26:27.58,+16:08:53.6
7287,14.75,22:28:48.70,-22:12:09.0
7290,13.27,22:28:26.43,+17:08:50.8
7292,12.56,22:28:25.91,+30:17:32.3
7293,7.30,22:29:38.57,-20:50:14.4
7295,9.70,22:28:02.84,+52:17:20.7
7298,13.77,22:30:50.65,-14:11:17.7
7300,12.83,22:30:59.91,-14:00:12.7
7302,12.18,22:32:23.80,-14:07:13.9
7307,12.63,22:33:52.54,-40:55:57.8
7309,12.50,22:34:20.59,-10:21:25.2
7310,14.20,22:34:36.91,-22:29:06.3
7314,11.22,22:35:46.19,-26:03:01.7
7316,13.04,22:35:56.34,+20:19:20.1
7317,13.66,22:35:51.88,+33:56:41.6
7318,13.39,22:35:56.75,+33:57:55.7
7319,13.48,22:36:03.55,+33:58:32.6
7320,12.96,22:36:03.38,+33:56:53.2
7320,15.54,22:36:20.37,+33:59:05.9
7327,16.10,22:36:34.04,+34:30:13.0
7328,12.98,22:37:29.28,+10:31:53.7
7329,11.70,22:40:24.22,-66:28:44.3
7331,9.41,22:37:04.01,+34:24:55.9
7332,11.05,22:37:24.54,+23:47:54.0
7333,15.10,22:37:11.64,+34:26:16.2
7335,13.39,22:37:19.39,+34:26:51.9
7339,12.24,22:37:47.24,+23:47:12.1
7343,13.50,22:38:37.86,+34:04:17.2
7349,14.51,22:41:14.90,-21:47:54.6
7354,12.20,22:40:19.61,+61:17:05.4
7358,12.75,22:45:36.44,-65:07:18.6
7359,12.45,22:44:48.00,-23:41:17.1
7361,12.35,22:42:17.91,-30:03:27.6
7362,12.74,22:43:49.28,+08:42:19.6
7365,12.81,22:45:10.04,-19:57:07.3
7371,12.02,22:46:03.74,-11:00:04.1
7377,11.19,22:47:47.50,-22:18:43.6
7378,13.00,22:47:47.70,-11:48:59.9
7380,7.20,22:47:21.01,+58:07:56.7
7383,14.01,22:49:35.62,+11:33:23.0
7385,12.13,22:49:54.59,+11:36:30.8
7386,12.52,22:50:02.15,+11:41:54.1
7387,13.98,22:50:17.64,+11:38:12.2
7391,12.05,22:50:36.13,-01:32:41.4
7392,11.84,22:51:48.74,-20:36:29.1
7399,14.50,22:52:39.26,-09:16:04.0
7404,12.74,22:54:18.61,-39:18:53.8
7408,15.41,22:55:56.86,-63:41:41.0
7410,11.19,22:55:00.95,-39:39:40.8
7412,11.33,22:55:45.75,-42:38:31.3
7412,13.96,22:57:09.00,-42:48:16.1
7416,12.33,22:55:41.70,-05:29:43.2
7417,12.31,22:57:49.51,-65:02:18.8
7418,11.04,22:56:36.16,-37:01:48.3
7419,13.00,22:54:20.06,+60:48:55.9
7421,11.99,22:56:54.33,-37:20:50.1
7424,10.18,22:57:18.37,-41:04:14.1
7432,14.81,22:58:01.94,+13:08:04.2
7436,15.00,22:57:56.17,+26:08:59.9
7440,13.51,22:58:32.54,+35:48:08.7
7443,12.91,23:00:08.85,-12:48:28.4
7444,12.82,23:00:08.96,-12:50:03.4
7448,11.69,23:00:03.59,+15:58:49.2
7450,14.33,23:00:47.82,-12:55:06.7
7454,11.86,23:01:06.51,+16:23:18.1
7456,11.88,23:02:10.42,-39:34:09.8
7457,10.98,23:00:59.93,+30:08:41.8
7458,12.54,23:01:28.64,+01:45:12.2
7460,12.99,23:01:42.91,+02:15:49.0
7463,13.19,23:01:51.98,+15:58:54.7
7465,13.27,23:02:00.97,+15:57:53.2
7466,14.42,23:02:03.43,+27:03:09.5
7468,13.61,23:02:59.26,+16:36:18.9
7469,12.59,23:03:15.62,+08:52:26.4
7479,11.09,23:04:56.65,+12:19:22.4
7490,12.69,23:07:25.17,+32:22:30.2
7492,10.48,23:08:26.68,-15:36:41.3
7495,13.12,23:08:57.18,+12:02:52.9
7496,12.73,23:09:47.29,-43:25:40.6
7497,12.28,23:09:03.41,+18:10:37.9
7499,12.98,23:10:22.39,+07:34:50.4
7501,13.47,23:10:30.42,+07:35:20.5
7503,13.49,23:10:42.28,+07:34:03.7
7507,10.04,23:12:07.59,-28:32:22.6
7509,16.47,23:12:21.41,+14:36:33.7
7510,7.90,23:11:03.78,+60:34:15.2
7513,11.80,23:13:14.03,-28:21:27.0
7514,13.15,23:12:25.86,+34:52:53.4
7515,12.48,23:12:48.67,+12:40:45.4
7518,13.49,23:13:12.73,+06:19:18.0
7525,15.20,23:13:40.50,+14:01:15.6
7529,14.14,23:14:03.19,+08:59:33.0
7531,11.25,23:14:48.50,-43:35:59.8
7535,13.70,23:14:12.77,+13:34:54.8
7536,13.45,23:14:13.18,+13:25:35.0
7537,13.20,23:14:34.50,+04:29:54.1
7539,12.95,23:14:29.44,+23:41:05.4
7541,11.76,23:14:43.89,+04:32:03.7
7552,11.45,23:16:10.76,-42:35:05.1
7557,14.17,23:15:39.77,+06:42:30.0
7562,11.55,23:15:57.50,+06:41:15.1
7562,14.79,23:16:01.46,+06:39:08.2
7563,12.83,23:15:55.93,+13:11:46.0
7570,13.21,23:16:44.67,+13:28:58.8
7572,14.02,23:16:50.37,+18:28:59.4
7576,12.95,23:17:22.74,-04:43:40.3
7578,13.17,23:17:11.94,+18:42:04.7
7578,13.20,23:17:13.56,+18:42:29.7
7580,13.67,23:17:36.40,+14:00:04.3
7582,11.03,23:18:23.50,-42:22:14.0
7583,14.45,23:17:52.77,+07:22:46.0
7585,11.52,23:18:01.34,-04:39:01.1
7587,12.06,23:17:59.13,+09:40:48.7
7588,15.00,23:17:57.81,+18:45:07.8
7589,17.01,23:18:15.67,+00:15:40.2
7590,12.34,23:18:54.81,-42:14:20.6
7591,13.18,23:18:16.28,+06:35:08.9
7592,13.56,23:18:21.80,-04:24:56.7
7592,13.56,23:18:22.59,-04:24:58.1
7593,13.48,23:17:56.99,+11:20:57.0
7594,13.76,23:18:13.92,+10:17:53.9
7599,11.35,23:19:21.14,-42:15:24.6
7600,11.95,23:18:53.86,-07:34:49.6
7601,13.98,23:18:47.05,+09:14:01.0
7603,14.01,23:18:56.62,+00:14:38.2
7606,11.00,23:19:04.78,-08:29:06.3
7608,14.18,23:19:15.33,+08:21:00.5
7609,14.29,23:19:30.05,+09:30:29.6
7609,16.14,23:19:31.09,+09:30:10.7
7610,13.06,23:19:41.37,+10:11:06.0
7611,12.56,23:19:36.60,+08:03:47.7
7612,12.79,23:19:44.20,+08:34:35.0
7615,14.32,23:19:54.44,+08:23:57.9
7617,13.88,23:20:08.97,+08:09:56.8
7619,11.06,23:20:14.53,+08:12:22.5
7620,13.38,23:20:05.68,+24:13:16.1
7623,12.82,23:20:30.02,+08:23:44.9
7624,13.11,23:20:22.61,+27:18:56.5
7625,12.20,23:20:30.13,+17:13:32.0
7626,11.12,23:20:42.55,+08:13:01.1
7631,13.08,23:21:26.67,+08:13:03.5
7632,12.15,23:22:00.90,-42:28:49.8
7633,12.67,23:23:03.30,-67:39:13.4
7634,12.61,23:21:41.76,+08:53:12.9
7640,11.01,23:22:06.58,+40:50:43.5
7643,13.21,23:22:50.40,+11:59:19.8
7647,12.90,23:23:57.43,+16:46:38.2
7648,12.95,23:23:54.02,+09:40:02.9
7649,13.57,23:24:20.09,+14:38:49.7
7650,12.75,23:25:21.45,-57:47:28.9
7653,12.74,23:24:49.36,+15:16:32.1
7654,6.90,23:24:48.40,+61:35:35.4
7658,14.52,23:26:24.85,-39:13:35.8
7660,12.65,23:25:48.66,+27:01:47.6
7662,8.30,23:25:53.90,+42:32:05.8
7664,12.70,23:26:39.76,+25:04:48.5
7667,14.58,23:24:23.10,-00:06:29.0
7671,12.79,23:27:19.34,+12:28:02.7
7672,14.02,23:27:31.44,+12:23:06.7
7673,12.79,23:27:41.02,+23:35:20.5
7674,14.19,23:27:56.72,+08:46:44.5
7675,14.68,23:28:05.92,+08:46:06.9
7676,13.48,23:29:01.72,-59:43:00.0
7677,13.19,23:28:06.12,+23:31:53.0
7678,12.14,23:28:27.90,+22:25:16.3
7679,13.16,23:28:46.70,+03:30:41.3
7680,12.54,23:28:35.10,+32:24:56.6
7681,14.68,23:28:54.89,+17:18:34.7
7682,13.94,23:29:03.93,+03:32:00.0
7683,12.55,23:29:03.82,+11:26:42.6
7685,13.16,23:30:33.50,+03:54:05.7
7686,5.60,23:30:07.38,+49:08:02.8
7689,10.84,23:33:16.73,-54:05:40.1
7690,12.31,23:33:02.56,-51:41:54.1
7691,12.85,23:32:24.42,+15:50:52.2
7702,12.15,23:35:28.88,-56:00:44.2
7711,12.18,23:35:39.37,+15:18:07.1
7713,11.18,23:36:14.99,-37:56:17.1
7713,12.73,23:37:08.29,-37:42:50.9
7714,13.61,23:36:14.10,+02:09:18.6
7715,14.21,23:36:22.14,+02:09:23.5
7716,12.25,23:36:31.45,+00:17:50.2
7720,12.91,23:38:29.40,+27:01:53.3
7721,11.68,23:38:48.65,-06:31:04.3
7723,11.21,23:38:57.08,-12:57:39.9
7727,10.64,23:39:53.72,-12:17:34.0
7730,14.42,23:40:45.95,-20:30:31.7
7731,13.51,23:41:29.07,+03:44:24.1
7732,13.89,23:41:33.87,+03:43:29.8
7733,14.27,23:42:32.95,-65:57:23.4
7734,13.08,23:42:42.93,-65:56:40.7
7736,12.88,23:42:25.78,-19:27:08.3
7741,11.27,23:43:54.37,+26:04:32.2
7742,11.58,23:44:15.73,+10:46:01.5
7743,12.43,23:44:21.14,+09:56:02.7
7744,11.85,23:44:59.24,-42:54:39.3
7748,7.15,23:44:56.67,+69:45:17.5
7749,15.20,23:45:47.55,-29:31:04.1
7750,12.89,23:46:37.84,+03:47:59.3
7752,14.22,23:46:58.56,+29:27:32.1
7755,11.68,23:47:51.76,-30:31:19.3
7757,12.79,23:48:45.52,+04:10:16.1
7764,12.21,23:50:53.98,-40:43:41.6
7764,13.19,23:53:22.5,-40:48:37
7768,12.34,23:50:58.58,+27:08:50.6
7769,11.79,23:51:03.97,+20:09:01.5
